query_name,target_rate_qps,latency_ms,queue_time_ms,total_latency_ms,scheduled_arrival_offset_ms,actual_start_offset_ms
q8_refactored,10.0,804.0,300.0,1104.0,73055.0,73055.0
q8_refactored,10.0,947.0,296.0,1243.0,73350.0,73350.0
q8_refactored,10.0,665.0,270.0,935.0,73400.0,73400.0
q8_refactored,10.0,661.0,282.0,943.0,73401.0,73401.0
q8_refactored,10.0,673.0,277.0,950.0,73546.0,73546.0
q8_refactored,10.0,460.0,310.0,770.0,73987.0,73987.0
q8_refactored,10.0,669.0,293.0,962.0,74251.0,74251.0
q8_refactored,10.0,749.0,283.0,1032.0,74336.0,74336.0
q8_refactored,10.0,662.0,326.0,988.0,74724.0,74724.0
q8_refactored,10.0,754.0,302.0,1056.0,74779.0,74779.0
q8_refactored,10.0,655.0,290.0,945.0,76033.0,76033.0
q8_refactored,10.0,487.0,263.0,750.0,76065.0,76065.0
q8_refactored,10.0,635.0,310.0,945.0,76117.0,76117.0
q8_refactored,10.0,713.0,330.0,1043.0,76122.0,76122.0
q8_refactored,10.0,678.0,306.0,984.0,76548.0,76548.0
q8_refactored,10.0,724.0,280.0,1004.0,76849.0,76849.0
q8_refactored,10.0,827.0,303.0,1130.0,77426.0,77426.0
q8_refactored,10.0,822.0,385.0,1207.0,77605.0,77605.0
q8_refactored,10.0,822.0,380.0,1202.0,77613.0,77613.0
q8_refactored,10.0,767.0,277.0,1044.0,77944.0,77944.0
q8_refactored,10.0,764.0,268.0,1032.0,77988.0,77988.0
q8_refactored,10.0,717.0,264.0,981.0,77995.0,77995.0
q8_refactored,10.0,670.0,300.0,970.0,78066.0,78066.0
q8_refactored,10.0,668.0,289.0,957.0,78270.0,78270.0
q8_refactored,10.0,628.0,284.0,912.0,78439.0,78439.0
